track_id,title,artist,genre,release_year,duration, album_cover
163,Wagon Wheel,Old Crow Medicine Show,Folk,2004,15.7, https://upload.wikimedia.org/wikipedia/en/9/9f/Wagon_Wheel.jpg
164,The Night We Met,Lord Huron,Folk,2015,13.1, https://upload.wikimedia.org/wikipedia/en/3/3c/Lord_Huron_-_Strange_Trails.jpg
165,Ho Hey,The Lumineers,Folk,2012,10.7, https://upload.wikimedia.org/wikipedia/en/8/8f/The_Lumineers_-_Ho_Hey.jpg
166,La Bamba,Ritchie Valens,Latin,1958,8.5, https://upload.wikimedia.org/wikipedia/en/4/4f/La_Bamba_-_Ritchie_Valens.jpg
167,Oye Cómo Va,Santana,Latin,1970,17.1, https://upload.wikimedia.org/wikipedia/en/5/5f/Santana_-_Abraxas.jpg
168,Smooth,Santana ft. Rob Thomas,Latin,1999,19.7, https://upload.wikimedia.org/wikipedia/en/6/6c/Santana_-_Smooth.jpg
169,Bailamos,Enrique Iglesias,Latin,1999,14.3, https://upload.wikimedia.org/wikipedia/en/6/6f/Enrique_Iglesias_-_Bailamos.jpg
170,Danza Kuduro,Don Omar ft. Lucenzo,Latin,2010,13.3, https://upload.wikimedia.org/wikipedia/en/5/5f/Danza_Kuduro.jpg
171,Vivir Mi Vida,Marc Anthony,Latin,2013,16.5, https://upload.wikimedia.org/wikipedia/en/9/9f/Vivir_Mi_Vida.jpg
172,Con Calma,Daddy Yankee & Snow,Latin,2019,12.9, https://upload.wikimedia.org/wikipedia/en/6/6f/Con_Calma.jpg
173,Tusa,Karol G & Nicki Minaj,Latin,2019,13.5, https://upload.wikimedia.org/wikipedia/en/5/5f/Tusa.jpg
174,Dákiti,Bad Bunny & Jhay Cortez,Latin,2020,13.7, https://upload.wikimedia.org/wikipedia/en/4/4f/D%C3%A1kiti.jpg
175,One Love,Bob Marley & The Wailers,Reggae,1977,11.5, https://upload.wikimedia.org/wikipedia/en/9/9f/One_Love.jpg
176,Stir It Up,Bob Marley & The Wailers,Reggae,1973,22.3, https://upload.wikimedia.org/wikipedia/en/4/4f/Stir_It_Up.jpg
177,Jamming,Bob Marley & The Wailers,Reggae,1977,13.9, https://upload.wikimedia.org/wikipedia/en/8/8f/Jamming.jpg
178,Bad Boys,Inner Circle,Reggae,1993,15.3, https://upload.wikimedia.org/wikipedia/en/6/6f/Bad_Boys_Inner_Circle.jpg
179,Angel,Shaggy ft. Rayvon,Reggae,2000,15.7, https://upload.wikimedia.org/wikipedia/en/4/4f/Shaggy_-_Angel.jpg
180,It Wasn't Me,Shaggy ft. RikRok,Reggae,2000,15.5, https://upload.wikimedia.org/wikipedia/en/9/9f/It_Wasn%27t_Me.jpg
181,ROCKSTAR,DaBaby ft. Roddy Ricch,Hip-Hop,2020,12.1, https://upload.wikimedia.org/wikipedia/en/9/9f/Rockstar_DaBaby.jpg
182,Sicko Mode,Travis Scott ft. Drake,Hip-Hop,2018,20.8, https://i.scdn.co/image/ab67616d0000b273f7a29d6fe5d39ec9313a19cb
183,Old Town Road (Remix),Lil Nas X ft. Billy Ray Cyrus,Hip-Hop,2019,10.5, https://upload.wikimedia.org/wikipedia/en/1/1c/Old_Town_Road_cover.jpg
184,Life Is Good,Future ft. Drake,Hip-Hop,2020,15.9, https://upload.wikimedia.org/wikipedia/en/5/5/Life_Is_Good.jpg
185,The Box,Roddy Ricch,Hip-Hop,2019,13.1, https://upload.wikimedia.org/wikipedia/en/9/9f/The_Box_Roddy_Ricch.jpg
186,WAP,Cardi B ft. Megan Thee Stallion,Hip-Hop,2020,12.3, https://upload.wikimedia.org/wikipedia/en/9/9f/WAP_Cardi_B.jpg
187,Savage (Remix),Megan Thee Stallion ft. Beyoncé,Hip-Hop,2020,16.3, https://upload.wikimedia.org/wikipedia/en/6/6f/Savage_Remix.jpg
188,Toosie Slide,Drake,Hip-Hop,2020,16.5, https://upload.wikimedia.org/wikipedia/en/4/4f/Toosie_Slide.jpg
189,Laugh Now Cry Later,Drake ft. Lil Durk,Hip-Hop,2020,17.3, https://upload.wikimedia.org/wikipedia/en/9/9f/Laugh_Now_Cry_Later.jpg
190,Peaches,Justin Bieber ft. Daniel Caesar & Giveon,Pop,2021,13.3, https://upload.wikimedia.org/wikipedia/en/9/9f/Peaches_Justin_Bieber.jpg
191,Drivers License,Olivia Rodrigo,Pop,2021,16.1, https://upload.wikimedia.org/wikipedia/en/5/5f/Drivers_License_Olivia_Rodrigo.jpg
192,Good 4 U,Olivia Rodrigo,Pop,2021,11.9, https://upload.wikimedia.org/wikipedia/en/6/6f/Good_4_U.jpg
193,Montero (Call Me By Your Name),Lil Nas X,Hip-Hop,2021,9.1, https://upload.wikimedia.org/wikipedia/en/9/9f/Montero.jpg
194,Butter,BTS,Pop,2021,11.3, https://upload.wikimedia.org/wikipedia/en/4/4f/Butter_BTS.jpg
195,Save Your Tears,The Weeknd,Pop,2020,15.3, https://upload.wikimedia.org/wikipedia/en/9/9f/Save_Your_Tears.jpg
196,Positions,Ariana Grande,Pop,2020,11.5, https://upload.wikimedia.org/wikipedia/en/6/6f/Positions_Ariana_Grande.jpg
197,Therefore I Am,Billie Eilish,Pop,2020,11.7, https://upload.wikimedia.org/wikipedia/en/9/9f/Therefore_I_Am.jpg
198,Adore You,Harry Styles,Pop,2019,13.9, https://upload.wikimedia.org/wikipedia/en/5/5f/Adore_You.jpg
199,Someone You Loved,Lewis Capaldi,Pop,2019,12.3, https://upload.wikimedia.org/wikipedia/en/9/9f/Someone_You_Loved.jpg
200,All I Want for Christmas Is You,Mariah Carey,Pop,1994,16.1, https://upload.wikimedia.org/wikipedia/en/9/9f/All_I_Want_for_Christmas_Is_You.jpg
201,Last Christmas,Wham!,Pop,1984,17.7, https://upload.wikimedia.org/wikipedia/en/1/1f/Wham_Last_Christmas_single.jpg
202,Jingle Bell Rock,Bobby Helms,Pop,1957,8.7, https://upload.wikimedia.org/wikipedia/en/9/9e/Jingle_Bell_Rock.jpg
203,A Holly Jolly Christmas,Burl Ives,Pop,1964,9.3, https://upload.wikimedia.org/wikipedia/en/4/4f/A_Holly_Jolly_Christmas.jpg
204,Feliz Navidad,José Feliciano,Pop,1970,12.3, https://upload.wikimedia.org/wikipedia/en/5/5f/Feliz_Navidad.jpg
205,It's the Most Wonderful Time of the Year,Andy Williams,Pop,1963,10.1, https://upload.wikimedia.org/wikipedia/en/6/6f/Most_Wonderful_Time.jpg
206,White Christmas,Bing Crosby,Pop,1942,12.0, https://upload.wikimedia.org/wikipedia/en/3/3f/White_Christmas_Bing_Crosby.jpg
207,Rudolph the Red-Nosed Reindeer,Gene Autry,Pop,1949,13.1, https://upload.wikimedia.org/wikipedia/en/9/9e/Rudolph_Red_Nosed_Reindeer.jpg
208,The Christmas Song,Nat King Cole,Pop,1946,12.7, https://upload.wikimedia.org/wikipedia/en/4/4f/The_Christmas_Song.jpg
209,Let It Snow! Let It Snow! Let It Snow!,Frank Sinatra,Pop,1950,10.5, https://upload.wikimedia.org/wikipedia/en/5/5f/Let_It_Snow.jpg
210,Felices los 4,Maluma,Latin,2017,15.5, https://upload.wikimedia.org/wikipedia/en/6/6f/Felices_los_4.jpg
211,Provenza,Karol G,Latin,2022,14.1, https://upload.wikimedia.org/wikipedia/en/5/5f/Provenza_Karol_G.jpg
212,Mi Gente,J Balvin & Willy William,Latin,2017,12.3, https://upload.wikimedia.org/wikipedia/en/3/3f/Mi_Gente.jpg
213,Adiós Amor,Christian Nodal,Latin,2017,14.9, https://upload.wikimedia.org/wikipedia/en/9/9e/Adi%C3%B3s_Amor.jpg
214,La Diabla,Xavi,Latin,2023,11.7, https://upload.wikimedia.org/wikipedia/en/4/4f/La_Diabla_Xavi.jpg
215,Por Qué Será,Grupo Frontera & Luis Figueroa,Latin,2024,13.3, https://upload.wikimedia.org/wikipedia/en/5/5f/Por_Qu%C3%A9_Ser%C3%A1.jpg
216,El Amor de Mi Vida,Los Ángeles Azules & Maria Becerra,Latin,2023,12.9, https://upload.wikimedia.org/wikipedia/en/6/6f/El_Amor_de_Mi_Vida.jpg
217,Según Quién,Maluma & Carin León,Latin,2023,10.5, https://upload.wikimedia.org/wikipedia/en/9/9e/Seg%C3%BAn_Qui%C3%A9n.jpg
218,Que Onda,Grupo Frontera,Latin,2024,11.1, https://upload.wikimedia.org/wikipedia/en/4/4f/Que_Onda.jpg
219,Lady Gaga,Peso Pluma & Gabito Ballesteros,Latin,2024,13.5, https://upload.wikimedia.org/wikipedia/en/5/5f/Lady_Gaga_Peso_Pluma.jpg
220,Red Red Wine,UB40,Reggae,1983,12.5, https://upload.wikimedia.org/wikipedia/en/4/4f/Red_Red_Wine_UB40.jpg
221,Sweat (A La La La La Long),Inner Circle,Reggae,1992,15.3, https://upload.wikimedia.org/wikipedia/en/6/6f/Sweat_Inner_Circle.jpg
222,Welcome to Jamrock,Damian Marley,Reggae,2005,15.7, https://upload.wikimedia.org/wikipedia/en/9/9f/Welcome_to_Jamrock.jpg
223,Kingston Town,UB40,Reggae,1990,15.1, https://upload.wikimedia.org/wikipedia/en/4/4f/Kingston_Town_UB40.jpg
224,Here Comes the Hotstepper,Ini Kamoze,Reggae,1994,16.5, https://upload.wikimedia.org/wikipedia/en/5/5f/Here_Comes_the_Hotstepper.jpg
225,Bad Card,Bob Marley & The Wailers,Reggae,1980,11.3, https://upload.wikimedia.org/wikipedia/en/6/6f/Bad_Card.jpg
226,One Drop,Bob Marley & The Wailers,Reggae,1980,15.3, https://upload.wikimedia.org/wikipedia/en/9/9e/One_Drop.jpg
227,Pass the Dutchie,Musical Youth,Reggae,1982,13.7, https://upload.wikimedia.org/wikipedia/en/4/4f/Pass_the_Dutchie.jpg
228,The Tide Is High,The Paragons,Reggae,1967,10.9, https://upload.wikimedia.org/wikipedia/en/5/5f/The_Tide_Is_High.jpg
229,Israelites,Desmond Dekker,Reggae,1968,10.7, https://upload.wikimedia.org/wikipedia/en/6/6f/Israelites.jpg
230,Man! I Feel Like a Woman!,Shania Twain,Country,1999,15.9, https://upload.wikimedia.org/wikipedia/en/4/4f/Man_I_Feel_Like_a_Woman.jpg
231,Before He Cheats,Carrie Underwood,Country,2006,13.5, https://upload.wikimedia.org/wikipedia/en/9/9e/Before_He_Cheats.jpg
232,Wagon Wheel,Darius Rucker,Country,2013,19.7, https://upload.wikimedia.org/wikipedia/en/3/3f/Wagon_Wheel_Darius_Rucker.jpg
233,Chicken Fried,Zac Brown Band,Country,2008,15.9, https://upload.wikimedia.org/wikipedia/en/4/4f/Chicken_Fried.jpg
234,Need You Now,Lady A,Country,2010,15.5, https://upload.wikimedia.org/wikipedia/en/5/5f/Need_You_Now_Lady_A.jpg
235,Cruise,Florida Georgia Line,Country,2012,13.9, https://upload.wikimedia.org/wikipedia/en/6/6f/Cruise_FGL.jpg
236,Dirt Road Anthem,Jason Aldean,Country,2011,15.3, https://upload.wikimedia.org/wikipedia/en/9/9e/Dirt_Road_Anthem.jpg
237,Body Like a Back Road,Sam Hunt,Country,2017,11.1, https://upload.wikimedia.org/wikipedia/en/4/4f/Body_Like_a_Back_Road.jpg
238,Tennessee Whiskey,Chris Stapleton,Country,2015,19.5, https://upload.wikimedia.org/wikipedia/en/5/5f/Tennessee_Whiskey.jpg
239,The Good Ones,Gabby Barrett,Country,2020,14.1, https://upload.wikimedia.org/wikipedia/en/6/6f/The_Good_Ones.jpg
240,Home,Edward Sharpe & The Magnetic Zeros,Folk,2010,20.1, https://upload.wikimedia.org/wikipedia/en/5/5f/Home_Edward_Sharpe.jpg
241,The A Team,Ed Sheeran,Folk,2011,17.2, https://upload.wikimedia.org/wikipedia/en/9/9e/The_A_Team_Ed_Sheeran.jpg
242,Riptide,Vance Joy,Folk,2013,13.1, https://upload.wikimedia.org/wikipedia/en/6/6f/Riptide_Vance_Joy.jpg
243,Ophelia,The Lumineers,Folk,2016,10.9, https://upload.wikimedia.org/wikipedia/en/4/4f/Ophelia_Lumineers.jpg
244,Little Lion Man,Mumford & Sons,Folk,2009,16.3, https://upload.wikimedia.org/wikipedia/en/5/5f/Little_Lion_Man.jpg
245,I Will Wait,Mumford & Sons,Folk,2012,18.5, https://upload.wikimedia.org/wikipedia/en/6/6f/I_Will_Wait.jpg
246,The Cave,Mumford & Sons,Folk,2009,14.9, https://upload.wikimedia.org/wikipedia/en/9/9e/The_Cave_Mumford.jpg
247,Wake Me Up,Avicii,Folk,2013,16.3, https://upload.wikimedia.org/wikipedia/en/4/4f/Wake_Me_Up_Avicii.jpg
248,Budapest,George Ezra,Folk,2014,13.3, https://upload.wikimedia.org/wikipedia/en/5/5f/Budapest_George_Ezra.jpg
249,Shotgun,George Ezra,Folk,2018,12.9, https://upload.wikimedia.org/wikipedia/en/6/6f/Shotgun_George_Ezra.jpg
250,Let It Be,The Beatles,Rock,1970,15.3, https://upload.wikimedia.org/wikipedia/en/4/4f/Let_It_Be.jpg
251,Yesterday,The Beatles,Rock,1965,8.3, https://upload.wikimedia.org/wikipedia/en/9/9e/Yesterday_Beatles.jpg
252,Come Together,The Beatles,Rock,1969,17.3, https://upload.wikimedia.org/wikipedia/en/5/5f/Come_Together.jpg
253,While My Guitar Gently Weeps,The Beatles,Rock,1968,19.1, https://upload.wikimedia.org/wikipedia/en/6/6f/White_Album.jpg
254,Here Comes the Sun,The Beatles,Rock,1969,12.5, https://upload.wikimedia.org/wikipedia/en/4/4f/Abbey_Road.jpg
255,Revolution,The Beatles,Rock,1968,13.7, https://upload.wikimedia.org/wikipedia/en/5/5f/Revolution_Beatles.jpg
256,Something,The Beatles,Rock,1969,12.1, https://upload.wikimedia.org/wikipedia/en/4/4f/Something_Beatles.jpg
257,Blackbird,The Beatles,Rock,1968,9.3, https://upload.wikimedia.org/wikipedia/en/6/6f/White_Album.jpg
258,Eleanor Rigby,The Beatles,Rock,1966,8.5, https://upload.wikimedia.org/wikipedia/en/9/9e/Eleanor_Rigby.jpg
259,Help!,The Beatles,Rock,1965,9.3, https://upload.wikimedia.org/wikipedia/en/4/4f/Help_Beatles.jpg
260,Master of Puppets,Metallica,Metal,1986,34.5, https://upload.wikimedia.org/wikipedia/en/b/b9/Metallica_-_Master_of_Puppets_cover.jpg
261,Fade to Black,Metallica,Metal,1984,27.7, https://upload.wikimedia.org/wikipedia/en/4/4f/Ride_the_Lightning.jpg
262,Nothing Else Matters,Metallica,Metal,1991,25.7, https://upload.wikimedia.org/wikipedia/en/4/4f/Metallica_Nothing_Else_Matters.jpg
263,Sad But True,Metallica,Metal,1991,21.7, https://upload.wikimedia.org/wikipedia/en/9/9e/Metallica_album.jpg
264,The Unforgiven,Metallica,Metal,1991,25.7, https://upload.wikimedia.org/wikipedia/en/9/9e/Metallica_album.jpg
265,Battery,Metallica,Metal,1986,20.9, https://upload.wikimedia.org/wikipedia/en/b/b9/Metallica_-_Master_of_Puppets_cover.jpg
266,Seek & Destroy,Metallica,Metal,1983,27.3, https://upload.wikimedia.org/wikipedia/en/5/5f/Kill_Em_All.jpg
267,For Whom the Bell Tolls,Metallica,Metal,1984,20.5, https://upload.wikimedia.org/wikipedia/en/4/4f/Ride_the_Lightning.jpg
268,Creeping Death,Metallica,Metal,1984,26.3, https://upload.wikimedia.org/wikipedia/en/4/4f/Ride_the_Lightning.jpg
269,Harvester of Sorrow,Metallica,Metal,1988,23.0, https://upload.wikimedia.org/wikipedia/en/2/2a/Metallica_-_One_cover.jpg
270,Superstition,Stevie Wonder,R&B,1972,18.1, https://upload.wikimedia.org/wikipedia/en/9/9e/Superstition_Stevie_Wonder.jpg
271,Ain't No Mountain High Enough,Marvin Gaye & Tammi Terrell,R&B,1967,10.1, https://upload.wikimedia.org/wikipedia/en/4/4f/Aint_No_Mountain.jpg
272,Let's Get It On,Marvin Gaye,R&B,1973,19.1, https://upload.wikimedia.org/wikipedia/en/5/5f/Lets_Get_It_On.jpg
273,Respect,Aretha Franklin,R&B,1967,9.9, https://upload.wikimedia.org/wikipedia/en/9/9e/Respect_Aretha.jpg
274,Chain of Fools,Aretha Franklin,R&B,1967,11.1, https://upload.wikimedia.org/wikipedia/en/4/4f/Chain_of_Fools.jpg
275,Think,Aretha Franklin,R&B,1968,8.9, https://upload.wikimedia.org/wikipedia/en/5/5f/Think_Aretha.jpg
276,You Make Me Feel Like a Natural Woman,Aretha Franklin,R&B,1967,10.9, https://upload.wikimedia.org/wikipedia/en/6/6f/Natural_Woman.jpg
277,I Say a Little Prayer,Aretha Franklin,R&B,1968,14.5, https://upload.wikimedia.org/wikipedia/en/9/9e/I_Say_a_Little_Prayer.jpg
278,What's Going On,Marvin Gaye,R&B,1971,15.3, https://upload.wikimedia.org/wikipedia/en/4/4f/Whats_Going_On.jpg
279,Sexual Healing,Marvin Gaye,R&B,1982,15.9, https://upload.wikimedia.org/wikipedia/en/5/5f/Sexual_Healing.jpg
280,Hotline Bling,Drake,Hip-Hop,2015,17.8, https://upload.wikimedia.org/wikipedia/en/6/6f/Drake_-_Hotline_Bling.png
281,Started From the Bottom,Drake,Hip-Hop,2013,11.7, https://upload.wikimedia.org/wikipedia/en/9/9e/Started_From_the_Bottom.jpg
282,Best I Ever Had,Drake,Hip-Hop,2009,17.3, https://upload.wikimedia.org/wikipedia/en/4/4f/Best_I_Ever_Had_Drake.jpg
283,Forever,Drake ft. Kanye West Eminem & Lil Wayne,Hip-Hop,2009,23.7, https://upload.wikimedia.org/wikipedia/en/5/5f/Forever_Drake.jpg
284,The Motto,Drake ft. Lil Wayne,Hip-Hop,2011,12.5, https://upload.wikimedia.org/wikipedia/en/6/6f/The_Motto_Drake.jpg
285,Headlines,Drake,Hip-Hop,2011,15.7, https://upload.wikimedia.org/wikipedia/en/9/9e/Headlines_Drake.jpg
286,Hold On We're Going Home,Drake,Hip-Hop,2013,15.1, https://upload.wikimedia.org/wikipedia/en/4/4f/Hold_On_Were_Going_Home.jpg
287,Passionfruit,Drake,Hip-Hop,2017,19.9, https://upload.wikimedia.org/wikipedia/en/5/5f/Passionfruit_Drake.jpg
288,In My Feelings,Drake,Hip-Hop,2018,14.5, https://upload.wikimedia.org/wikipedia/en/9/9e/In_My_Feelings.jpg
289,Nice For What,Drake,Hip-Hop,2018,14.1, https://upload.wikimedia.org/wikipedia/en/4/4f/Nice_For_What.jpg
290,California Love,2Pac ft. Dr. Dre,Hip-Hop,1995,19.1, https://upload.wikimedia.org/wikipedia/en/9/9f/California_Love.jpg
291,Changes,2Pac,Hip-Hop,1998,17.7, https://upload.wikimedia.org/wikipedia/en/5/5f/Changes_2Pac.jpg
292,Dear Mama,2Pac,Hip-Hop,1995,18.9, https://upload.wikimedia.org/wikipedia/en/6/6f/Dear_Mama.jpg
293,Keep Ya Head Up,2Pac,Hip-Hop,1993,18.5, https://upload.wikimedia.org/wikipedia/en/9/9e/Keep_Ya_Head_Up.jpg
294,Ambitionz Az a Ridah,2Pac,Hip-Hop,1996,18.3, https://upload.wikimedia.org/wikipedia/en/4/4f/All_Eyez_on_Me.jpg
295,Hit Em Up,2Pac,Hip-Hop,1996,20.9, https://upload.wikimedia.org/wikipedia/en/5/5f/Hit_Em_Up.jpg
296,How Do U Want It,2Pac ft. K-Ci & JoJo,Hip-Hop,1996,19.3, https://upload.wikimedia.org/wikipedia/en/6/6f/How_Do_U_Want_It.jpg
297,I Get Around,2Pac,Hip-Hop,1993,17.1, https://upload.wikimedia.org/wikipedia/en/9/9e/I_Get_Around.jpg
298,To Live & Die in L.A.,2Pac,Hip-Hop,1996,17.7, https://upload.wikimedia.org/wikipedia/en/4/4f/Makaveli_The_Don_Killuminati.jpg
299,All Eyez on Me,2Pac,Hip-Hop,1996,20.5, https://upload.wikimedia.org/wikipedia/en/4/4f/All_Eyez_on_Me.jpg
300,Dream On,Aerosmith,Rock,1973,17.9, https://upload.wikimedia.org/wikipedia/en/5/5f/Dream_On_Aerosmith.jpg
301,Walk This Way,Aerosmith,Rock,1975,14.9, https://upload.wikimedia.org/wikipedia/en/6/6f/Walk_This_Way.jpg
302,Love in an Elevator,Aerosmith,Rock,1989,21.3, https://upload.wikimedia.org/wikipedia/en/9/9e/Love_in_an_Elevator.jpg
303,Cryin',Aerosmith,Rock,1993,20.5, https://upload.wikimedia.org/wikipedia/en/4/4f/Cryin_Aerosmith.jpg
304,I Don't Want to Miss a Thing,Aerosmith,Rock,1998,19.9, https://upload.wikimedia.org/wikipedia/en/5/5f/I_Dont_Want_to_Miss_a_Thing.jpg
305,Janie's Got a Gun,Aerosmith,Rock,1989,21.9, https://upload.wikimedia.org/wikipedia/en/6/6f/Janies_Got_a_Gun.jpg
306,Dude (Looks Like a Lady),Aerosmith,Rock,1987,17.7, https://upload.wikimedia.org/wikipedia/en/9/9e/Dude_Looks_Like_a_Lady.jpg
307,Rag Doll,Aerosmith,Rock,1987,17.7, https://upload.wikimedia.org/wikipedia/en/4/4f/Rag_Doll_Aerosmith.jpg
308,Amazing,Aerosmith,Rock,1993,23.7, https://upload.wikimedia.org/wikipedia/en/5/5f/Amazing_Aerosmith.jpg
309,Livin' on the Edge,Aerosmith,Rock,1993,25.3, https://upload.wikimedia.org/wikipedia/en/6/6f/Livin_on_the_Edge.jpg
310,Paranoid,Black Sabbath,Metal,1970,11.3, https://upload.wikimedia.org/wikipedia/en/5/5c/Black_Sabbath_-_Paranoid.jpg
311,Iron Man,Black Sabbath,Metal,1970,23.7, https://upload.wikimedia.org/wikipedia/en/5/5c/Black_Sabbath_-_Paranoid.jpg
312,War Pigs,Black Sabbath,Metal,1970,31.5, https://upload.wikimedia.org/wikipedia/en/5/5c/Black_Sabbath_-_Paranoid.jpg
313,The Wizard,Black Sabbath,Metal,1970,17.1, https://upload.wikimedia.org/wikipedia/en/6/6f/Black_Sabbath_debut.jpg
314,N.I.B.,Black Sabbath,Metal,1970,24.5, https://upload.wikimedia.org/wikipedia/en/6/6f/Black_Sabbath_debut.jpg
315,Children of the Grave,Black Sabbath,Metal,1971,20.9, https://upload.wikimedia.org/wikipedia/en/9/9e/Master_of_Reality.jpg
316,Sweet Leaf,Black Sabbath,Metal,1971,20.1, https://upload.wikimedia.org/wikipedia/en/9/9e/Master_of_Reality.jpg
317,Snowblind,Black Sabbath,Metal,1972,22.1, https://upload.wikimedia.org/wikipedia/en/4/4f/Vol_4.jpg
318,Sabbath Bloody Sabbath,Black Sabbath,Metal,1973,23.3, https://upload.wikimedia.org/wikipedia/en/5/5f/Sabbath_Bloody_Sabbath.jpg
319,Symptom of the Universe,Black Sabbath,Metal,1975,25.7, https://upload.wikimedia.org/wikipedia/en/6/6f/Sabotage_Black_Sabbath.jpg
320,Yeah!,Alicia Keys,R&B,2003,16.5, https://upload.wikimedia.org/wikipedia/en/4/4f/Yeah_Alicia_Keys.jpg
321,Fallin',Alicia Keys,R&B,2001,13.3, https://upload.wikimedia.org/wikipedia/en/5/5f/Fallin_Alicia_Keys.jpg
322,No One,Alicia Keys,R&B,2007,16.9, https://upload.wikimedia.org/wikipedia/en/6/6f/No_One_Alicia_Keys.jpg
323,Girl on Fire,Alicia Keys,R&B,2012,15.3, https://upload.wikimedia.org/wikipedia/en/9/9e/Girl_on_Fire_Alicia.jpg
324,Un-Thinkable (I'm Ready),Alicia Keys,R&B,2009,16.3, https://upload.wikimedia.org/wikipedia/en/4/4f/Un_Thinkable.jpg
325,Empire State of Mind (Part II) Broken Down,Alicia Keys,R&B,2009,14.9, https://upload.wikimedia.org/wikipedia/en/5/5f/Empire_State_Part_II.jpg
326,Try Sleeping with a Broken Heart,Alicia Keys,R&B,2009,16.5, https://upload.wikimedia.org/wikipedia/en/6/6f/Try_Sleeping.jpg
327,You Don't Know My Name,Alicia Keys,R&B,2003,24.3, https://upload.wikimedia.org/wikipedia/en/9/9e/You_Dont_Know_My_Name.jpg
328,Like You'll Never See Me Again,Alicia Keys,R&B,2007,20.3, https://upload.wikimedia.org/wikipedia/en/4/4f/Like_Youll_Never.jpg
329,A Woman's Worth,Alicia Keys,R&B,2001,20.1, https://upload.wikimedia.org/wikipedia/en/5/5f/A_Womans_Worth.jpg
330,Stan,Eminem ft. Dido,Hip-Hop,2000,26.9, https://upload.wikimedia.org/wikipedia/en/9/9e/Stan_Eminem.jpg
331,The Real Slim Shady,Eminem,Hip-Hop,2000,19.0, https://upload.wikimedia.org/wikipedia/en/4/4f/The_Real_Slim_Shady.jpg
332,Without Me,Eminem,Hip-Hop,2002,19.3, https://upload.wikimedia.org/wikipedia/en/5/5f/Without_Me_Eminem.jpg
333,Mockingbird,Eminem,Hip-Hop,2004,17.3, https://upload.wikimedia.org/wikipedia/en/6/6f/Mockingbird_Eminem.jpg
334,Not Afraid,Eminem,Hip-Hop,2010,16.5, https://upload.wikimedia.org/wikipedia/en/9/9e/Not_Afraid_Eminem.jpg
335,Love the Way You Lie,Eminem ft. Rihanna,Hip-Hop,2010,17.3, https://upload.wikimedia.org/wikipedia/en/4/4f/Love_the_Way_You_Lie.jpg
336,The Monster,Eminem ft. Rihanna,Hip-Hop,2013,16.5, https://upload.wikimedia.org/wikipedia/en/5/5f/The_Monster_Eminem.jpg
337,Rap God,Eminem,Hip-Hop,2013,24.3, https://upload.wikimedia.org/wikipedia/en/6/6f/Rap_God.jpg
338,Till I Collapse,Eminem,Hip-Hop,2002,19.9, https://upload.wikimedia.org/wikipedia/en/9/9e/The_Eminem_Show.jpg
339,When I'm Gone,Eminem,Hip-Hop,2005,18.9, https://upload.wikimedia.org/wikipedia/en/4/4f/When_Im_Gone_Eminem.jpg
340,Bad Romance,Lady Gaga,Pop,2009,19.7, https://upload.wikimedia.org/wikipedia/en/4/45/The_Fame_Monster.png
341,Poker Face,Lady Gaga,Pop,2008,15.8, https://upload.wikimedia.org/wikipedia/en/c/c4/Poker_Face_Lady_Gaga.jpg
342,Just Dance,Lady Gaga ft. Colby O'Donis,Pop,2008,16.0, https://upload.wikimedia.org/wikipedia/en/6/6f/Just_Dance_Lady_Gaga.jpg
343,Born This Way,Lady Gaga,Pop,2011,17.7, https://upload.wikimedia.org/wikipedia/en/4/4f/Born_This_Way_Lady_Gaga.jpg
344,Alejandro,Lady Gaga,Pop,2009,18.3, https://upload.wikimedia.org/wikipedia/en/5/5f/Alejandro_Lady_Gaga.jpg
345,Telephone,Lady Gaga ft. Beyoncé,Pop,2010,14.9, https://upload.wikimedia.org/wikipedia/en/6/6f/Telephone_Lady_Gaga.jpg
346,Applause,Lady Gaga,Pop,2013,14.1, https://upload.wikimedia.org/wikipedia/en/9/9e/Applause_Lady_Gaga.jpg
347,Million Reasons,Lady Gaga,Pop,2016,13.7, https://upload.wikimedia.org/wikipedia/en/4/4f/Million_Reasons.jpg
348,Shallow,Lady Gaga & Bradley Cooper,Pop,2018,14.3, https://upload.wikimedia.org/wikipedia/en/5/5f/Shallow_Lady_Gaga.jpg
349,Always Remember Us This Way,Lady Gaga,Pop,2018,13.3, https://upload.wikimedia.org/wikipedia/en/6/6f/A_Star_Is_Born_soundtrack.jpg
350,Free Bird,Lynyrd Skynyrd,Rock,1973,36.5, https://upload.wikimedia.org/wikipedia/en/9/9e/Free_Bird.jpg
351,Simple Man,Lynyrd Skynyrd,Rock,1973,23.7, https://upload.wikimedia.org/wikipedia/en/4/4f/Pronounced_Leh-nerd_Skin-nerd.jpg
352,Gimme Three Steps,Lynyrd Skynyrd,Rock,1973,18.3, https://upload.wikimedia.org/wikipedia/en/4/4f/Pronounced_Leh-nerd_Skin-nerd.jpg
353,Tuesday's Gone,Lynyrd Skynyrd,Rock,1973,30.5, https://upload.wikimedia.org/wikipedia/en/4/4f/Pronounced_Leh-nerd_Skin-nerd.jpg
354,That Smell,Lynyrd Skynyrd,Rock,1977,23.3, https://upload.wikimedia.org/wikipedia/en/5/5f/Street_Survivors.jpg
